,Word,POS,Sentiment
6150,relevant,adj,positive
6151,relevance,noun,positive
6152,reliable,adj,positive
6153,reliability,noun,positive
6154,reliably,adverb,positive
6155,relief,adj,positive
6156,relief,noun,positive
6157,relieve,verb,positive
6158,relish,verb,positive
6159,reluctance,adj,negative
6160,reluctance,noun,negative
6161,reluctant,adj,negative
6162,reluctantly,adverb,negative
6163,remark,adj,neutral
6164,remark,noun,neutral
6165,remarkable,adj,positive
6166,remarkable,anypos,positive
6167,remarkably,anypos,positive
6168,remedy,noun,positive
6169,reminiscent,adj,positive
6170,reminiscent,noun,positive
6171,remorse,anypos,negative
6172,remorse,noun,negative
6173,remorseful,adj,negative
6174,remorseful,anypos,negative
6175,remorsefully,anypos,negative
6176,remorseless,adj,negative
6177,remorselessly,anypos,negative
6178,remorselessness,noun,negative
6179,remunerate,verb,positive
6180,renaissance,noun,positive
6181,renewable,adj,neutral
6182,renewal,noun,positive
6183,renovate,verb,positive
6184,renovation,noun,positive
6185,renounce,verb,negative
6186,renown,noun,positive
6187,renowned,adj,positive
6188,renunciation,noun,negative
6189,repair,noun,positive
6190,repair,verb,positive
6191,reparation,noun,positive
6192,repay,verb,positive
6193,repel,verb,negative
6194,repent,verb,positive
6195,repentance,noun,positive
6196,repetitive,adj,negative
6197,replete,adj,neutral
6198,reprehensible,adj,negative
6199,reprehensible,anypos,negative
6200,reprehensibly,anypos,negative
6201,reprehension,noun,negative
6202,reprehensive,adj,negative
6203,repress,verb,negative
6204,repression,adj,negative
6205,repression,noun,negative
6206,repressive,adj,negative
6207,reprimand,verb,negative
6208,reproach,adj,negative
6209,reproach,noun,negative
6210,reproach,verb,negative
6211,reproachful,adj,negative
6212,reprove,verb,negative
6213,reprovingly,anypos,negative
6214,repudiate,verb,negative
6215,repudiation,adj,negative
6216,repudiation,noun,negative
6217,repugn,verb,negative
6218,repugnance,noun,negative
6219,repugnant,adj,negative
6220,repugnantly,anypos,negative
6221,repulse,verb,negative
6222,repulsed,anypos,negative
6223,repulsing,anypos,negative
6224,repulsive,anypos,negative
6225,repulsively,anypos,negative
6226,repulsiveness,noun,negative
6227,reputable,adj,positive
6228,reputed,adj,neutral
6229,rescue,noun,positive
6230,rescue,verb,positive
6231,resent,verb,negative
6232,resentful,adj,negative
6233,resentment,adj,negative
6234,resentment,noun,negative
6235,reservations,adj,negative
6236,reservations,noun,negative
6237,resignation,noun,negative
6238,resigned,adj,negative
6239,resilient,adj,positive
6240,resistance,adj,negative
6241,resistance,noun,negative
6242,resistant,adj,negative
6243,resistant,noun,negative
6244,resolute,adj,positive
6245,resolve,adj,positive
6246,resolve,noun,positive
6247,resolve,verb,positive
6248,resolved,adj,positive
6249,resound,verb,positive
6250,resounding,adj,positive
6251,resourceful,adj,positive
6252,resourcefulness,noun,positive
6253,respect,adj,positive
6254,respect,noun,positive
6255,respect,verb,positive
6256,respectable,adj,positive
6257,respectful,anypos,positive
6258,respectfully,anypos,positive
6259,respite,noun,positive
6260,resplendent,adj,positive
6261,responsibility,noun,positive
6262,responsible,adj,positive
6263,responsibly,adverb,positive
6264,responsive,adj,positive
6265,restful,adj,positive
6266,restless,adj,negative
6267,restlessness,noun,negative
6268,restoration,noun,positive
6269,restore,verb,positive
6270,restraint,adj,positive
6271,restraint,noun,positive
6272,restrict,verb,negative
6273,restricted,adj,negative
6274,restriction,noun,negative
6275,restrictive,adj,negative
6276,resurgent,adj,positive
6277,retaliate,verb,negative
6278,retaliatory,adj,negative
6279,retard,verb,negative
6280,reticent,adj,negative
6281,retire,verb,negative
6282,retract,verb,negative
6283,retreat,noun,negative
6284,retreat,verb,negative
6285,reunite,verb,positive
6286,reveal,anypos,neutral
6287,revealing,adj,neutral
6288,revel,adj,positive
6289,revel,noun,positive
6290,revel,verb,positive
6291,revelation,adj,positive
6292,revelation,noun,positive
6293,revelatory,anypos,neutral
6294,revenge,noun,negative
6295,revenge,verb,negative
6296,revengeful,adj,negative
6297,revengefully,anypos,negative
6298,revere,verb,positive
6299,reverence,noun,positive
6300,reverent,adj,positive
6301,reverently,adverb,positive
6302,revert,verb,negative
6303,revival,noun,positive
6304,revive,verb,positive
6305,revile,verb,negative
6306,reviled,adj,negative
6307,revitalize,verb,positive
6308,revoke,verb,negative
6309,revolt,verb,negative
6310,revolting,anypos,negative
6311,revoltingly,anypos,negative
6312,revolution,adj,positive
6313,revolution,noun,positive
6314,revulsion,noun,negative
6315,revulsive,adj,negative
6316,reward,verb,positive
6317,rewarding,anypos,positive
6318,rewardingly,anypos,positive
6319,rhapsodize,verb,negative
6320,rhetoric,adj,negative
6321,rhetoric,noun,negative
6322,rhetorical,adj,negative
6323,rhetorical,noun,negative
6324,rich,adj,positive
6325,riches,noun,positive
6326,richly,adverb,positive
6327,richness,noun,positive
6328,rid,verb,negative
6329,ridicule,noun,negative
6330,ridicule,verb,negative
6331,ridiculous,anypos,negative
6332,ridiculously,anypos,negative
6333,rife,adj,negative
6334,rift,adj,negative
6335,rift,noun,negative
6336,rifts,adj,negative
6337,rifts,noun,negative
6338,right,adj,positive
6339,right,noun,positive
6340,right,verb,positive
6341,righten,verb,positive
6342,righteous,adj,positive
6343,righteously,anypos,positive
6344,righteousness,noun,positive
6345,rightful,adj,positive
6346,rightfully,adverb,positive
6347,rightly,anypos,positive
6348,rightness,adj,positive
6349,rightness,noun,positive
6350,rights,adj,positive
6351,rights,noun,positive
6352,rigid,adj,negative
6353,rigor,noun,negative
6354,rigorous,adj,negative
6355,rile,verb,negative
6356,riled,anypos,negative
6357,ripe,adj,positive
6358,risk,adj,negative
6359,risk,noun,negative
6360,risk-free,adj,positive
6361,risky,adj,negative
6362,rival,noun,negative
6363,rival,verb,negative
6364,rivalry,noun,negative
6365,roadblocks,adj,negative
6366,roadblocks,noun,negative
6367,robust,adj,positive
6368,rocky,adj,negative
6369,rogue,adj,negative
6370,rogue,noun,negative
6371,rollercoaster,adj,negative
6372,rollercoaster,noun,negative
6373,romantic,anypos,positive
6374,romantically,anypos,positive
6375,romanticize,verb,positive
6376,rosy,adj,positive
6377,rot,noun,negative
6378,rot,verb,negative
6379,rotten,adj,negative
6380,rough,adj,negative
6381,rousing,adj,positive
6382,rubbish,noun,negative
6383,rude,adj,negative
6384,rue,adj,negative
6385,rue,verb,negative
6386,ruffian,noun,negative
6387,ruffle,verb,negative
6388,ruin,adj,negative
6389,ruin,noun,negative
6390,ruin,verb,negative
6391,ruinous,adj,negative
6392,rumbling,adj,negative
6393,rumbling,noun,negative
6394,rumor,adj,negative
6395,rumor,noun,negative
6396,rumors,adj,negative
6397,rumors,noun,negative
6398,rumours,adj,negative
6399,rumours,noun,negative
6400,rumple,verb,negative
6401,run-down,adj,negative
6402,runaway,verb,negative
6403,rupture,noun,negative
6404,rupture,verb,negative
6405,rusty,adj,negative
6406,ruthless,adj,negative
6407,ruthlessly,anypos,negative
6408,ruthlessness,noun,negative
6409,sabotage,verb,negative
6410,sacred,adj,positive
6411,sacrifice,adj,negative
6412,sacrifice,noun,negative
6413,sad,adj,negative
6414,sad,anypos,negative
6415,sadden,verb,negative
6416,sadly,anypos,negative
6417,sadness,noun,negative
6418,safe,adj,positive
6419,safeguard,verb,positive
6420,sag,verb,negative
6421,sagacity,noun,positive
6422,sage,adj,positive
6423,sagely,adverb,positive
6424,saint,noun,positive
6425,saintliness,noun,positive
6426,saintly,adj,positive
6427,salable,adj,positive
6428,salacious,adj,negative
6429,salivate,verb,positive
6430,salutary,adj,positive
6431,salute,verb,positive
6432,salvation,noun,positive
6433,sanctimonious,adj,negative
6434,sanctimonious,noun,negative
6435,sanctify,verb,positive
6436,sanction,verb,positive
6437,sanctity,noun,positive
6438,sanctuary,adj,positive
6439,sanctuary,noun,positive
6440,sanguine,adj,positive
6441,sane,adj,positive
6442,sanity,adj,positive
6443,sanity,noun,positive
6444,sap,verb,negative
6445,sarcasm,noun,negative
6446,sarcastic,adj,negative
6447,sarcastically,adverb,negative
6448,sardonic,adj,negative
6449,sardonically,adverb,negative
6450,sass,noun,negative
6451,sass,verb,negative
6452,satirical,adj,negative
6453,satirize,verb,negative
6454,satisfaction,adj,positive
6455,satisfaction,noun,positive
6456,satisfactorily,adverb,positive
6457,satisfactory,adj,positive
6458,satisfy,verb,positive
6459,satisfying,adj,positive
6460,savage,adj,negative
6461,savage,noun,negative
6462,savage,verb,negative
6463,savaged,adj,negative
6464,savagely,anypos,negative
6465,savagery,noun,negative
6466,savages,noun,negative
6467,savor,verb,positive
6468,savvy,adj,positive
6469,scandal,adj,negative
6470,scandal,noun,negative
6471,scandalize,verb,negative
6472,scandalized,adj,negative
6473,scandalous,anypos,negative
6474,scandalously,anypos,negative
6475,scandals,noun,negative
6476,scant,adj,negative
6477,scapegoat,noun,negative
6478,scar,noun,negative
6479,scar,verb,negative
6480,scarred,adj,negative
6481,scarce,adj,negative
6482,scarcely,anypos,negative
6483,scarcity,noun,negative
6484,scare,verb,negative
6485,scared,adj,negative
6486,scarier,adj,negative
6487,scariest,adj,negative
6488,scarily,anypos,negative
6489,scars,adj,negative
6490,scars,noun,negative
6491,scary,adj,negative
6492,scary,anypos,negative
6493,scathing,adj,negative
6494,scathingly,anypos,negative
6495,scenic,adj,positive
6496,scheme,noun,negative
6497,scheme,verb,negative
6498,scheming,anypos,negative
6499,scholarly,adj,neutral
6500,scoff,verb,negative
6501,scoffingly,anypos,negative
6502,scold,verb,negative
6503,scolding,noun,negative
6504,scoldingly,anypos,negative
6505,scorching,anypos,negative
6506,scorchingly,anypos,negative
6507,scorn,verb,negative
6508,scornful,anypos,negative
6509,scornfully,anypos,negative
6510,scoundrel,noun,negative
6511,scourge,noun,negative
6512,scowl,noun,negative
6513,scowl,verb,negative
6514,scream,verb,negative
6515,screaming,adj,neutral
6516,screamingly,adverb,neutral
6517,screech,noun,negative
6518,screech,verb,negative
6519,screw,verb,negative
6520,scruples,noun,positive
6521,scrupulous,adj,positive
6522,scrupulously,anypos,positive
6523,scrutinize,verb,neutral
6524,scrutiny,adj,neutral
6525,scrutiny,noun,neutral
6526,scum,noun,negative
6527,scummy,adj,negative
6528,seamless,adj,positive
6529,seasoned,adj,positive
6530,second-class,adj,negative
6531,second-tier,adj,negative
6532,secretive,adj,negative
6533,secretive,noun,negative
6534,secure,adj,positive
6535,securely,adverb,positive
6536,security,adj,positive
6537,security,noun,positive
6538,sedentary,adj,negative
6539,seductive,adj,positive
6540,seedy,adj,negative
6541,seem,anypos,neutral
6542,seemingly,anypos,neutral
6543,seethe,verb,negative
6544,seething,adj,negative
6545,selective,adj,positive
6546,self-coup,adj,negative
6547,self-coup,noun,negative
6548,self-criticism,adj,negative
6549,self-criticism,noun,negative
6550,self-defeating,adj,negative
6551,self-destructive,adj,negative
6552,self-determination,adj,positive
6553,self-determination,noun,positive
6554,self-examination,adj,neutral
6555,self-examination,noun,neutral
6556,self-humiliation,adj,negative
6557,self-humiliation,noun,negative
6558,self-interest,adj,negative
6559,self-interest,noun,negative
6560,self-interested,anypos,negative
6561,self-respect,noun,positive
6562,self-satisfaction,adj,positive
6563,self-satisfaction,noun,positive
6564,self-serving,adj,negative
6565,self-serving,noun,negative
6566,self-sufficiency,adj,positive
6567,self-sufficiency,noun,positive
6568,self-sufficient,adj,positive
6569,selfinterested,anypos,negative
6570,selfish,anypos,negative
6571,selfishly,anypos,negative
6572,selfishness,noun,negative
6573,semblance,noun,positive
6574,senile,adj,negative
6575,sensation,adj,positive
6576,sensation,noun,positive
6577,sensational,anypos,positive
6578,sensationalize,anypos,negative
6579,sensationally,anypos,positive
6580,sensations,adj,positive
6581,sensations,noun,positive
6582,sense,adj,positive
6583,sense,verb,positive
6584,sense,noun,positive
6585,senseless,adj,negative
6586,senselessly,anypos,negative
6587,sensible,anypos,positive
6588,sensibly,anypos,positive
6589,sensitive,adj,positive
6590,sensitive,noun,positive
6591,sensitively,anypos,positive
6592,sensitivity,adj,positive
6593,sensitivity,noun,positive
6594,sentiment,adj,positive
6595,sentiment,noun,positive
6596,sentimentality,anypos,positive
6597,sentimentally,anypos,positive
6598,sentiments,anypos,positive
6599,serene,adj,positive
6600,serenity,noun,positive
6601,serious,anypos,negative
6602,seriously,anypos,negative
6603,seriousness,noun,negative
6604,sermonize,verb,negative
6605,servitude,noun,negative
6606,settle,adj,positive
6607,set-up,adj,negative
6608,set-up,noun,negative
6609,sever,adj,negative
6610,severe,adj,negative
6611,severe,anypos,negative
6612,severely,anypos,negative
6613,severity,noun,negative
6614,sexy,adj,positive
6615,shabby,adj,negative
6616,shadow,verb,negative
6617,shadowy,adj,negative
6618,shady,adj,negative
6619,shake,verb,negative
6620,shaky,adj,negative
6621,shallow,adj,negative
6622,sham,adj,negative
6623,shambles,adj,negative
6624,shame,noun,negative
6625,shame,verb,negative
6626,shameful,adj,negative
6627,shameful,noun,negative
6628,shamefully,anypos,negative
6629,shamefully,noun,negative
6630,shamefulness,noun,negative
6631,shameless,adj,negative
6632,shamelessly,anypos,negative
6633,shamelessness,noun,negative
6634,shark,noun,negative
6635,sharp,adj,negative
6636,sharply,adverb,negative
6637,shatter,verb,negative
6638,sheer,adj,negative
6639,shelter,noun,positive
6640,shelter,verb,positive
6641,shield,verb,positive
6642,shimmer,anypos,positive
6643,shimmering,anypos,positive
6644,shimmeringly,anypos,positive
6645,shine,anypos,positive
6646,shiny,adj,positive
6647,shiny,anypos,positive
6648,shirk,verb,negative
6649,shirker,anypos,negative
6650,shipwreck,noun,negative
6651,shiver,verb,negative
6652,shock,adj,negative
6653,shock,noun,negative
6654,shock,verb,negative
6655,shocking,adj,negative
6656,shockingly,anypos,negative
6657,shoddy,adj,negative
6658,short-lived,adj,negative
6659,shortage,noun,negative
6660,shortchange,verb,negative
6661,shortcoming,noun,negative
6662,shortcomings,noun,negative
6663,shortsighted,anypos,negative
6664,shortsightedness,anypos,negative
6665,should,anypos,neutral
6666,show,anypos,neutral
6667,showdown,adj,negative
6668,showdown,noun,negative
6669,shred,noun,negative
6670,shred,verb,negative
6671,shrew,noun,negative
6672,shrewd,adj,positive
6673,shrewdly,adverb,positive
6674,shrewdness,noun,positive
6675,shriek,verb,negative
6676,shrill,adj,negative
6677,shrill,noun,negative
6678,shrilly,anypos,negative
6679,shrivel,verb,negative
6680,shroud,verb,negative
6681,shrouded,verb,negative
6682,shrug,noun,negative
6683,shrug,verb,negative
6684,shun,verb,negative
6685,shunned,adj,negative
6686,shy,adj,negative
6687,shyly,adverb,negative
6688,shyness,noun,negative
6689,sick,adj,negative
6690,sicken,verb,negative
6691,sickly,adverb,negative
6692,sickening,adj,negative
6693,sickening,anypos,negative
6694,sickeningly,anypos,negative
6695,sickness,noun,negative
6696,sidetrack,verb,negative
6697,sidetracked,adj,negative
6698,siege,noun,negative
6699,signals,adj,neutral
6700,signals,noun,neutral
6701,significant,adj,positive
6702,significance,noun,positive
6703,signify,verb,positive
6704,sillily,anypos,negative
6705,silly,anypos,negative
6706,simmer,verb,negative
6707,simple,adj,positive
6708,simplicity,noun,positive
6709,simplified,adj,positive
6710,simplify,verb,positive
6711,simplistic,adj,negative
6712,simplistic,noun,negative
6713,simplistically,anypos,negative
6714,simply,anypos,neutral
6715,sin,adj,negative
6716,sin,noun,negative
6717,sinful,adj,negative
6718,sinfully,adverb,negative
6719,sincere,adj,positive
6720,sincerely,anypos,positive
6721,sincerity,adj,positive
6722,sincerity,noun,positive
6723,sinister,adj,negative
6724,sinisterly,anypos,negative
6725,sinking,adj,negative
6726,sinking,noun,negative
6727,skeletons,adj,negative
6728,skeletons,noun,negative
6729,skeptical,adj,negative
6730,skeptical,noun,negative
6731,skeptically,anypos,negative
6732,skepticism,adj,negative
6733,skepticism,noun,negative
6734,sketchy,adj,negative
6735,skill,noun,positive
6736,skilled,adj,positive
6737,skillful,adj,positive
6738,skillful,noun,positive
6739,skillfully,adverb,positive
6740,skimpy,adj,negative
6741,skittish,adj,negative
6742,skittish,anypos,negative
6743,skittishly,anypos,negative
6744,skulk,verb,negative
6745,skyrocketing,adj,negative
6746,slack,adj,negative
6747,slander,noun,negative
6748,slander,verb,negative
6749,slanderer,noun,negative
6750,slanderous,adj,negative
6751,slanderously,anypos,negative
6752,slanders,adj,negative
6753,slanders,noun,negative
6754,slap,verb,negative
6755,slashing,adj,negative
6756,slashing,noun,negative
6757,slaughter,adj,negative
6758,slaughter,noun,negative
6759,slaughter,verb,negative
6760,slaughtered,adj,negative
6761,slaves,adj,negative
6762,slaves,noun,negative
6763,sleazy,adj,negative
6764,sleek,adj,positive
6765,sleepy,adj,neutral
6766,slender,adj,positive
6767,slight,adj,negative
6768,slight,noun,negative
6769,slight,verb,negative
6770,slightly,adverb,negative
6771,slim,adj,positive
6772,slim,noun,positive
6773,slime,noun,negative
6774,sloppy,adj,negative
6775,sloppily,adverb,negative
6776,sloth,noun,negative
6777,slothful,adj,negative
6778,slow,adj,negative
6779,slowly,adverb,negative
6780,slow-moving,adj,negative
6781,slug,noun,negative
6782,sluggish,adj,negative
6783,slump,adj,negative
6784,slump,noun,negative
6785,slur,noun,negative
6786,sly,adj,negative
6787,smack,adj,negative
6788,smack,noun,negative
6789,smart,adj,positive
6790,smart,verb,positive
6791,smarter,adj,positive
6792,smartest,anypos,positive
6793,smartly,anypos,positive
6794,smash,noun,negative
6795,smash,verb,negative
6796,smear,verb,negative
6797,smelling,anypos,negative
6798,smile,noun,positive
6799,smile,verb,positive
6800,smiling,adj,positive
6801,smilingly,adverb,positive
6802,smitten,verb,positive
6803,smokescreen,adj,negative
6804,smokescreen,noun,negative
6805,smolder,verb,negative
6806,smoldering,adj,negative
6807,smooth,adj,positive
6808,smother,verb,negative
6809,smoulder,verb,negative
6810,smouldering,anypos,negative
6811,smug,adj,negative
6812,smugly,adverb,negative
6813,smut,noun,negative
6814,smuttier,adj,negative
6815,smuttiest,adj,negative
6816,smutty,adj,negative
6817,snare,noun,negative
6818,snarl,noun,negative
6819,snarl,verb,negative
6820,snatch,verb,negative
6821,sneak,noun,negative
6822,sneak,verb,negative
6823,sneakily,adverb,negative
6824,sneaky,adj,negative
6825,sneer,noun,negative
6826,sneer,verb,negative
6827,sneering,anypos,negative
6828,sneeringly,anypos,negative
6829,snub,verb,negative
6830,so,anypos,neutral
6831,so-cal,adj,negative
6832,so-called,anypos,negative
6833,sob,verb,negative
6834,sober,adj,negative
6835,sober,verb,negative
6836,sobering,adj,negative
6837,sociable,adj,positive
6838,soft-spoken,adj,positive
6839,soften,adj,positive
6840,soften,noun,positive
6841,soften,verb,positive
6842,solace,verb,positive
6843,solemn,adj,negative
6844,solemn,noun,negative
6845,solicitous,anypos,positive
6846,solicitously,anypos,positive
6847,solicitude,noun,positive
6848,solid,adj,positive
6849,solid,noun,positive
6850,solidarity,adj,positive
6851,solidarity,noun,positive
6852,soliloquize,verb,neutral
6853,somber,adj,negative
6854,soothe,verb,positive
6855,soothingly,anypos,positive
6856,sophisticated,adj,positive
6857,sore,adj,negative
6858,sore,noun,negative
6859,sorely,anypos,negative
6860,soreness,noun,negative
6861,sorrow,noun,negative
6862,sorrow,verb,negative
6863,sorrowful,anypos,negative
6864,sorrowfully,anypos,negative
6865,sorry,adj,negative
6866,sound,adj,positive
6867,sounding,anypos,negative
6868,soundness,noun,positive
6869,sour,adj,negative
6870,sourly,adj,negative
6871,sovereignty,adj,neutral
6872,sovereignty,noun,neutral
6873,spacious,adj,positive
6874,spade,adj,negative
6875,spade,noun,negative
6876,spank,verb,negative
6877,spare,verb,positive
6878,sparing,adj,positive
6879,sparingly,adverb,positive
6880,sparkle,anypos,positive
6881,sparkling,adj,positive
6882,specific,adj,neutral
6883,specifically,anypos,neutral
6884,special,adj,positive
6885,spectacular,adj,positive
6886,spectacularly,anypos,positive
6887,speculate,verb,neutral
6888,speculation,adj,neutral
6889,speculation,noun,neutral
6890,speedy,adj,positive
6891,spellbind,verb,positive
6892,spellbinding,anypos,positive
6893,spellbindingly,anypos,positive
6894,spellbound,verb,positive
6895,spilling,adj,negative
6896,spilling,noun,negative
6897,spinster,noun,negative
6898,spirit,adj,positive
6899,spirit,noun,positive
6900,spirited,adj,positive
6901,spiritless,adj,negative
6902,spiritual,adj,positive
6903,spiritual,noun,positive
6904,spite,noun,negative
6905,spiteful,adj,negative
6906,spitefully,anypos,negative
6907,spitefulness,noun,negative
6908,splayed-finger,adj,neutral
6909,splayed-finger,noun,neutral
6910,splendid,adj,positive
6911,splendidly,anypos,positive
6912,splendor,noun,positive
6913,split,noun,negative
6914,split,verb,negative
6915,splitting,adj,negative
6916,spoil,verb,negative
6917,spook,verb,negative
6918,spookier,adj,negative
6919,spookiest,adj,negative
6920,spookily,anypos,negative
6921,spooky,adj,negative
6922,spooky,anypos,negative
6923,spoon-fed,anypos,negative
6924,spoon-feed,verb,negative
6925,spoonfed,anypos,negative
6926,sporadic,adj,negative
6927,spot,adj,negative
6928,spotless,adj,positive
6929,spotty,adj,negative
6930,sprightly,adj,positive
6931,spur,verb,positive
6932,spurious,adj,negative
6933,spurn,verb,negative
6934,sputter,verb,negative
6935,squabble,verb,negative
6936,squabbling,anypos,negative
6937,squander,verb,negative
6938,squarely,adj,positive
6939,squash,verb,negative
6940,squirm,verb,negative
6941,stab,verb,negative
6942,stability,adj,positive
6943,stability,noun,positive
6944,stabilize,verb,positive
6945,stable,adj,positive
6946,stable,noun,positive
6947,stagger,verb,negative
6948,staggering,adj,negative
6949,staggeringly,anypos,negative
6950,stagnant,adj,negative
6951,stagnate,verb,negative
6952,stagnation,noun,negative
6953,staid,adj,negative
6954,stain,verb,negative
6955,stainless,adj,positive
6956,stake,adj,negative
6957,stake,noun,negative
6958,stale,adj,negative
6959,stalemate,noun,negative
6960,stammer,verb,negative
6961,stampede,adj,negative
6962,stampede,noun,negative
6963,stance,adj,neutral
6964,stance,noun,neutral
6965,stances,adj,neutral
6966,stances,noun,neutral
6967,stand,verb,positive
6968,stands,adj,neutral
6969,stands,noun,neutral
6970,standstill,noun,negative
6971,star,adj,positive
6972,star,noun,positive
6973,stark,adj,negative
6974,starkly,anypos,negative
6975,stars,adj,positive
6976,stars,noun,positive
6977,startle,verb,negative
6978,startling,anypos,negative
6979,startlingly,anypos,negative
6980,starvation,noun,negative
6981,starve,verb,negative
6982,stately,adj,positive
6983,statements,adj,neutral
6984,statements,noun,neutral
6985,static,adj,negative
6986,statuesque,adj,positive
6987,staunch,adj,positive
6988,staunchly,anypos,positive
6989,staunchness,noun,positive
6990,steadfast,adj,positive
6991,steadfastly,adverb,positive
6992,steadfastness,noun,positive
6993,steadiness,noun,positive
6994,steady,adj,positive
6995,steal,verb,negative
6996,stealing,noun,negative
6997,steep,adj,negative
6998,steeply,adverb,negative
6999,stellar,adj,positive
7000,stellarly,anypos,positive
7001,stench,anypos,negative
7002,stereotype,noun,negative
7003,stereotypical,anypos,negative
7004,stereotypically,anypos,negative
7005,stern,adj,negative
7006,stern,noun,negative
7007,stew,verb,negative
7008,sticky,adj,negative
7009,stiff,adj,negative
7010,stifle,verb,negative
7011,stifling,anypos,negative
7012,stiflingly,anypos,negative
7013,stigma,noun,negative
7014,stigma,verb,negative
7015,stigmatize,verb,negative
7016,still,anypos,neutral
7017,stimulate,verb,positive
7018,stimulating,anypos,positive
7019,stimulative,adj,positive
7020,sting,adj,negative
7021,sting,noun,negative
7022,sting,verb,negative
7023,stinging,adj,negative
7024,stingingly,adj,negative
7025,stink,noun,negative
7026,stink,verb,negative
7027,stinking,anypos,negative
7028,stir,adj,neutral
7029,stir,noun,neutral
7030,stir,verb,neutral
7031,stirring,adj,positive
7032,stirringly,anypos,positive
7033,stodgy,adj,negative
7034,stole,verb,negative
7035,stolen,adj,negative
7036,stolen,verb,negative
7037,stood,verb,positive
7038,stooge,anypos,negative
7039,stooges,adj,negative
7040,stooges,noun,negative
7041,storm,verb,negative
7042,stormy,adj,negative
7043,straggle,verb,negative
7044,straggler,noun,negative
7045,straight,adj,positive
7046,straightforward,adj,positive
7047,strain,noun,negative
7048,strain,verb,negative
7049,strained,adj,negative
7050,strange,adj,negative
7051,strange,anypos,negative
7052,strangely,anypos,negative
7053,stranger,anypos,negative
7054,strangest,anypos,negative
7055,strangle,verb,negative
7056,streamlined,adj,positive
7057,strength,adj,neutral
7058,strength,noun,neutral
7059,strenuous,adj,negative
7060,stress,noun,negative
7061,stress,verb,negative
7062,stressful,adj,negative
7063,stressfully,adverb,negative
7064,stricken,adj,negative
7065,strict,adj,negative
7066,strictly,adverb,negative
7067,stride,adj,positive
7068,stride,noun,positive
7069,strident,adj,negative
7070,stridently,adverb,negative
7071,strides,adj,positive
7072,strides,noun,positive
7073,strife,noun,negative
7074,strike,verb,negative
7075,striking,adj,positive
7076,strikingly,anypos,positive
7077,stringent,adj,negative
7078,stringently,adverb,negative
7079,striving,adj,positive
7080,striving,noun,positive
7081,strong,adj,positive
7082,stronger-than-expected,adj,neutral
7083,struck,verb,negative
7084,struggle,adj,negative
7085,struggle,noun,negative
7086,strut,verb,negative
7087,stubborn,adj,negative
7088,stubbornly,adverb,negative
7089,stubbornness,noun,negative
7090,studious,adj,positive
7091,studiously,adverb,positive
7092,stuffed,adj,neutral
7093,stuffy,adj,negative
7094,stumble,anypos,negative
7095,stump,verb,negative
7096,stun,verb,negative
7097,stunned,adj,positive
7098,stunning,adj,positive
7099,stunningly,anypos,positive
7100,stunt,noun,negative
7101,stunted,adj,negative
7102,stupefy,verb,neutral
7103,stupendous,adj,positive
7104,stupendously,anypos,positive
7105,stupid,anypos,negative
7106,stupidity,noun,negative
7107,stupidly,anypos,negative
7108,stupified,adj,negative
7109,stupify,verb,negative
7110,stupor,noun,negative
7111,sturdy,adj,positive
7112,sty,adj,negative
7113,sty,noun,negative
7114,stylish,adj,positive
7115,stylishly,adverb,positive
7116,suave,adj,positive
7117,subdued,adj,negative
7118,subjected,anypos,negative
7119,subjection,noun,negative
7120,subjugate,noun,negative
7121,subjugate,verb,negative
7122,subjugation,noun,negative
7123,sublime,adj,positive
7124,submissive,adj,negative
7125,subordinate,adj,negative
7126,subordinate,noun,negative
7127,subscribe,verb,positive
7128,subservience,noun,negative
7129,subservient,adj,negative
7130,subside,verb,negative
7131,substandard,adj,negative
7132,substantial,adj,positive
7133,substantially,adverb,positive
7134,substantive,adj,positive
7135,subtle,adj,positive
7136,subtract,verb,negative
7137,subversion,noun,negative
7138,subversive,adj,negative
7139,subversively,adverb,negative
7140,subvert,verb,negative
7141,succeed,verb,positive
7142,success,adj,positive
7143,success,noun,positive
7144,successful,adj,positive
7145,successfully,adverb,positive
7146,succumb,verb,negative
7147,such,anypos,neutral
7148,sucker,noun,negative
7149,suffer,verb,negative
7150,sufferer,noun,negative
7151,sufferers,adj,negative
7152,sufferers,noun,negative
7153,suffering,adj,negative
7154,suffering,noun,negative
7155,suffice,verb,positive
7156,sufficient,adj,positive
7157,sufficiently,adverb,positive
7158,suffocate,verb,negative
7159,sugar-coat,verb,negative
7160,sugar-coated,anypos,negative
7161,sugarcoated,anypos,negative
7162,suggest,anypos,positive
7163,suggestions,adj,positive
7164,suggestions,noun,positive
7165,suicidal,adj,negative
7166,suicide,noun,negative
7167,suit,verb,positive
7168,suitable,adj,positive
7169,sulk,verb,negative
7170,sullen,adj,negative
7171,sully,verb,negative
7172,sumptuous,adj,positive
7173,sumptuously,adverb,positive
7174,sumptuousness,noun,positive
7175,sunder,verb,negative
7176,sunny,adj,positive
7177,super,anypos,positive
7178,superb,anypos,positive
7179,superbly,anypos,positive
7180,superficial,adj,negative
7181,superficial,noun,negative
7182,superficiality,noun,negative
7183,superficially,adverb,negative
7184,superfluous,adj,negative
7185,superior,adj,positive
7186,superiority,adj,negative
7187,superiority,noun,negative
7188,superlative,adj,positive
7189,superstition,noun,negative
